Conventional,Control Systems and Instrumentation Engineering,Faculty of Engineering,Thai Program,169500,3,1,3,1,1
Conventional,Applied Computer Science-Multimedia,Faculty of Industrial and Technology Education,Thai Program,170000,1,1,2,1,1
Conventional,Materials Engineering,Faculty of Engineering,Thai Program,170000,2,1,3,3,1
Conventional,Tool Engineering,Faculty of Engineering,Thai Program,170000,3,1,3,1,1
Conventional,Civil Engineering,Faculty of Engineering,Thai Program,170500,3,1,3,1,1
Conventional,Chemical Engineering,Faculty of Engineering,Thai Program,170500,2,1,3,3,2
Conventional,Mechatronics Engineering,Faculty of Engineering,Thai Program,171000,2,1,3,1,1
Conventional,Industrial Education Program in Production Engineering,Faculty of Industrial and Technology Education,Thai Program (5 years program),202500,3,1,3,2,1
Conventional,Industrial Education Program in Mechanical Engineering,Faculty of Industrial and Technology Education,Thai Program (5 years program),202500,3,1,3,1,1
Conventional,Educational Technology and Mass Communication,Faculty of Industrial and Technology Education,Thai Program,226000,2,1,3,2,1
Conventional,Printing and Packaging Technology,Faculty of Industrial and Technology Education,Thai Program,236000,1,1,3,2,1
Conventional,Mechanical and Energy Engineering,Faculty of Engineering,Thai Program,336000,2,1,3,2,1
Conventional,Automotive Part Manufacturing Engineering,Faculty of Engineering,Thai Program,383500,2,1,3,1,1
Conventional,Civil Engineering,Faculty of Engineering,International Program,423500,3,1,3,1,1
Conventional,Environmental Engineering,Faculty of Engineering,International Program,448000,2,1,3,3,3
Conventional,Chemical Engineering,Faculty of Engineering,International Program,448000,2,1,3,3,2
Conventional,Automation Engineering,Faculty of Engineering,International Program,448000,2,2,3,1,1
Conventional,Interior Architecture,Faculty of Architecture and Design,Thai Program,626000,1,2,1,1,1
Conventional,Industrial Design,Faculty of Architecture and Design,Thai Program,632000,1,2,1,1,1
Conventional,Communication Design,Faculty of Architecture and Design,Thai Program,632000,1,2,1,1,1
Conventional,Architecture,Faculty of Architecture and Design,International Program,751000,1,2,1,1,1
